Company Name,Industry,Symbol,Series,ISIN Code
Generic Engineering Construction and Projects Limited,NSE Equity,GENCON,EQ,INE854S01022
Genesys International Corporation Limited,NSE Equity,GENESYS,EQ,INE727B01026
Genus Paper & Boards Limited,NSE Equity,GENUSPAPER,EQ,INE949P01018
Genus Power Infrastructures Limited,NSE Equity,GENUSPOWER,EQ,INE955D01029
Geojit Financial Services Limited,NSE Equity,GEOJITFSL,EQ,INE007B01023
The Great Eastern Shipping Company Limited,Services,GESHIP,EQ,INE017A01032
GFL Limited,NSE Equity,GFLLIMITED,EQ,INE538A01037
GHCL Limited,NSE Equity,GHCL,EQ,INE539A01019
GHCL Textiles Limited,NSE Equity,GHCLTEXTIL,EQ,INE0PA801013
GIC Housing Finance Limited,NSE Equity,GICHSGFIN,EQ,INE289B01019
Globe International Carriers Limited,NSE Equity,GICL,EQ,INE947T01022
General Insurance Corporation of India,Financial Services,GICRE,EQ,INE481Y01014
Gillanders Arbuthnot & Company Limited,NSE Equity,GILLANDERS,EQ,INE047B01011
Gillette India Limited,Fast Moving Consumer Goods,GILLETTE,EQ,INE322A01010
Ginni Filaments Limited,NSE Equity,GINNIFILA,BE,INE424C01010
Gujarat Industries Power Company Limited,NSE Equity,GIPCL,EQ,INE162A01010
GK Energy Limited,NSE Equity,GKENERGY,EQ,INE1AG301022
Gujarat Kidney And Super Speciality Limited,NSE Equity,GKSL,EQ,INE0V0W01025
GKW Limited,NSE Equity,GKWLIMITED,EQ,INE528A01020
Gland Pharma Limited,Healthcare,GLAND,EQ,INE068V01023
GlaxoSmithKline Pharmaceuticals Limited,Healthcare,GLAXO,EQ,INE159A01016
Glenmark Pharmaceuticals Limited,Healthcare,GLENMARK,EQ,INE935A01035
Gujarat Lease Financing Limited,NSE Equity,GLFL,BE,INE540A01017
Global Education Limited,NSE Equity,GLOBAL,EQ,INE291W01037
Globale Tessile Limited,NSE Equity,GLOBALE,BE,INE0URU01010
Global Vectra Helicorp Limited,NSE Equity,GLOBALVECT,EQ,INE792H01019
GLOBE ENTERPRISES (INDIA) LIMITED,NSE Equity,GLOBE,EQ,INE581X01021
Globe Civil Projects Limited,NSE Equity,GLOBECIVIL,EQ,INE0V3U01015
Globus Spirits Limited,NSE Equity,GLOBUSSPR,EQ,INE615I01010
Gloster Limited,NSE Equity,GLOSTERLTD,EQ,INE350Z01018
Glottis Limited,NSE Equity,GLOTTIS,BE,INE0TQE01026
GM Breweries Limited,NSE Equity,GMBREW,EQ,INE075D01018
Gujarat Mineral Development Corporation Limited,Metals & Mining,GMDCLTD,EQ,INE131A01031
GMM Pfaudler Limited,NSE Equity,GMMPFAUDLR,EQ,INE541A01023
GMR AIRPORTS LIMITED,Services,GMRAIRPORT,EQ,INE776C01039
GMR Power and Urban Infra Limited,NSE Equity,GMRP&UI,EQ,INE0CU601026
GNA Axles Limited,NSE Equity,GNA,EQ,INE934S01014
Gujarat Narmada Valley Fertilizers and Chemicals Limited,NSE Equity,GNFC,EQ,INE113A01013
Gujarat Natural Resources Limited,NSE Equity,GNRL,EQ,INE207H01018
Goa Carbon Limited,NSE Equity,GOACARBON,EQ,INE426D01013
GOCL Corporation Limited,NSE Equity,GOCLCORP,EQ,INE077F01035
Go Fashion (India) Limited,NSE Equity,GOCOLORS,EQ,INE0BJS01011
Godavari Biorefineries Limited,NSE Equity,GODAVARIB,EQ,INE497S01012
Godfrey Phillips India Limited,Fast Moving Consumer Goods,GODFRYPHLP,EQ,INE260B01028
Go Digit General Insurance Limited,Financial Services,GODIGIT,EQ,INE03JT01014
Godrej Agrovet Limited,NSE Equity,GODREJAGRO,EQ,INE850D01014
Godrej Consumer Products Limited,Fast Moving Consumer Goods,GODREJCP,EQ,INE102D01028
Godrej Industries Limited,Diversified,GODREJIND,EQ,INE233A01035
Godrej Properties Limited,Realty,GODREJPROP,EQ,INE484J01027
Gokaldas Exports Limited,NSE Equity,GOKEX,EQ,INE887G01027
Gokul Refoils and Solvent Limited,NSE Equity,GOKUL,EQ,INE020J01029
Gokul Agro Resources Limited,NSE Equity,GOKULAGRO,EQ,INE314T01033
Goldiam International Limited,NSE Equity,GOLDIAM,EQ,INE025B01025
AION-TECH SOLUTIONS LIMITED,NSE Equity,GOLDTECH,BE,INE805A01014
Goodluck India Limited,NSE Equity,GOODLUCK,EQ,INE127I01024
Goodyear India Limited,NSE Equity,GOODYEAR,EQ,INE533A01012
Gopal Snacks Limited,NSE Equity,GOPAL,EQ,INE0L9R01028
Goyal Aluminiums Limited,NSE Equity,GOYALALUM,EQ,INE705X01026
Godawari Power And Ispat limited,Capital Goods,GPIL,EQ,INE177H01039
Gujarat Pipavav Port Limited,NSE Equity,GPPL,EQ,INE517F01014
GPT Healthcare Limited,NSE Equity,GPTHEALTH,EQ,INE486R01017
GPT Infraprojects Limited,NSE Equity,GPTINFRA,EQ,INE390G01014
Gradiente Infotainment Limited,NSE Equity,GRADIENTE,BE,INE361K01017
Grand Oak Canyons Distillery Limited,NSE Equity,GRANDOAK,EQ,INE926B01016
Granules India Limited,Healthcare,GRANULES,EQ,INE101D01020
Graphite India Limited,Capital Goods,GRAPHITE,EQ,INE371A01025
Grasim Industries Limited,Construction Materials,GRASIM,EQ,INE047A01021
Grauer & Weil India Limited,NSE Equity,GRAUWEIL,EQ,INE266D01021
Graviss Hospitality Limited,NSE Equity,GRAVISSHO,EQ,INE214F01026
Gravita India Limited,Metals & Mining,GRAVITA,EQ,INE024L01027
Greaves Cotton Limited,NSE Equity,GREAVESCOT,EQ,INE224A01026
Greenlam Industries Limited,NSE Equity,GREENLAM,EQ,INE544R01021
Greenpanel Industries Limited,NSE Equity,GREENPANEL,EQ,INE08ZM01014
Greenply Industries Limited,NSE Equity,GREENPLY,EQ,INE461C01038
Orient Green Power Company Limited,NSE Equity,GREENPOWER,EQ,INE999K01014
Grindwell Norton Limited,NSE Equity,GRINDWELL,EQ,INE536A01023
G R Infraprojects Limited,NSE Equity,GRINFRA,EQ,INE201P01022
GRM Overseas Limited,NSE Equity,GRMOVER,EQ,INE192H01020
The Grob Tea Company Limited,NSE Equity,GROBTEA,EQ,INE646C01018
Billionbrains Garage Ventures Limited,Financial Services,GROWW,EQ,INE0HOQ01053
GRP Limited,NSE Equity,GRPLTD,EQ,INE137I01015
Garden Reach Shipbuilders & Engineers Limited,Capital Goods,GRSE,EQ,INE382Z01011
Garware Hi-Tech Films Limited,NSE Equity,GRWRHITECH,EQ,INE291A01017
Gujarat State Fertilizers & Chemicals Limited,NSE Equity,GSFC,EQ,INE026A01025
Global Surfaces Limited,NSE Equity,GSLSU,EQ,INE0JSX01015
GSP Crop Science Limited,NSE Equity,GSPCROP,EQ,INE713R01022
GSS Infotech Limited,NSE Equity,GSS,EQ,INE871H01011
G-TEC JAINX EDUCATION LIMITED,NSE Equity,GTECJAINX,BE,INE586X01012
GTL Limited,NSE Equity,GTL,EQ,INE043A01012
GTL Infrastructure Limited,NSE Equity,GTLINFRA,EQ,INE221H01019
GTPL Hathway Limited,NSE Equity,GTPL,EQ,INE869I01013
Gufic Biosciences Limited,NSE Equity,GUFICBIO,EQ,INE742B01025
Gujarat Alkalies and Chemicals Limited,NSE Equity,GUJALKALI,EQ,INE186A01019
Gujarat Apollo Industries Limited,NSE Equity,GUJAPOLLO,EQ,INE826C01016
GUJARAT ENERGY LIMITED,NSE Equity,GUJENERGY,EQ,INE844O01030
Gujarat Raffia Industries Limited,NSE Equity,GUJRAFFIA,EQ,INE610B01024
Gujarat Themis Biosyn Limited,NSE Equity,GUJTHEM,EQ,INE942C01045
Gulf Oil Lubricants India Limited,NSE Equity,GULFOILLUB,EQ,INE635Q01029
GP Petroleums Limited,NSE Equity,GULFPETRO,BE,INE586G01017
Gulshan Polyols Limited,NSE Equity,GULPOLY,EQ,INE255D01024
GVK Power & Infrastructure Limited,NSE Equity,GVKPIL,BE,INE251H01024
GE Power India Limited,NSE Equity,GVPIL,EQ,INE878A01011
GVP Infotech Limited,NSE Equity,GVPTECH,EQ,INE382T01030
GE Vernova T&D India Limited,Capital Goods,GVT&D,EQ,INE200A01026
Gyftr Limited,NSE Equity,GYFTR,EQ,INE724A01017
Hindustan Aeronautics Limited,Capital Goods,HAL,EQ,INE066F01020
Halder Venture Limited,NSE Equity,HALDER,EQ,INE115S01010
Haldyn Glass Limited,NSE Equity,HALDYNGL,BE,INE506D01020
HALEOS LABS LIMITED,NSE Equity,HALEOSLABS,EQ,INE320X01016
Happiest Minds Technologies Limited,NSE Equity,HAPPSTMNDS,EQ,INE419U01012
Happy Forgings Limited,NSE Equity,HAPPYFORGE,EQ,INE330T01021
Hardwyn India Limited,NSE Equity,HARDWYN,EQ,INE626Z01029
Hariom Pipe Industries Limited,NSE Equity,HARIOMPIPE,EQ,INE00EV01017
Harrisons  Malayalam Limited,NSE Equity,HARRMALAYA,EQ,INE544A01019
Harsha Engineers International Limited,NSE Equity,HARSHA,EQ,INE0JUS01029
Hathway Cable & Datacom Limited,NSE Equity,HATHWAY,EQ,INE982F01036
Hatsun Agro Product Limited,NSE Equity,HATSUN,EQ,INE473B01035
Havells India Limited,Consumer Durables,HAVELLS,EQ,INE176B01034
Sri Havisha Hospitality and Infrastructure Limited,NSE Equity,HAVISHA,EQ,INE293B01029
Hawkins Cookers Limited,NSE Equity,HAWKINCOOK,EQ,INE979B01015
HB Estate Developers Limited,NSE Equity,HBESD,EQ,INE640B01021
HBL Engineering Limited,Capital Goods,HBLENGINE,EQ,INE292B01021
HB Stockholdings Limited,NSE Equity,HBSL,BE,INE550B01022
Hindustan Construction Company Limited,NSE Equity,HCC,EQ,INE549A01026
Healthcare Global Enterprises Limited,NSE Equity,HCG,EQ,INE075I01017
HCL Infosystems Limited,NSE Equity,HCL-INSYS,EQ,INE236A01020
HCL Technologies Limited,Information Technology,HCLTECH,EQ,INE860A01027
HDB Financial Services Limited,Financial Services,HDBFS,EQ,INE756I01012
HDFC Asset Management Company Limited,Financial Services,HDFCAMC,EQ,INE127D01025
HDFC Bank Limited,Financial Services,HDFCBANK,EQ,INE040A01034
HDFC Life Insurance Company Limited,Financial Services,HDFCLIFE,EQ,INE795G01014
Heads UP Ventures Limited,NSE Equity,HEADSUP,EQ,INE759V01019
Health X Platform Limited,NSE Equity,HEALTHX,EQ,INE019J01013
HEC Infra Projects Limited,NSE Equity,HECPROJECT,EQ,INE558R01013
HEG Limited,Capital Goods,HEG,EQ,INE545A01024
HeidelbergCement India Limited,NSE Equity,HEIDELBERG,EQ,INE578A01017
Hemisphere Properties India Limited,NSE Equity,HEMIPROP,EQ,INE0AJG01018
Heranba Industries Limited,NSE Equity,HERANBA,EQ,INE694N01015
Heritage Foods Limited,NSE Equity,HERITGFOOD,EQ,INE978A01027
Hero MotoCorp Limited,Automobile and Auto Components,HEROMOTOCO,EQ,INE158A01026
Hester Biosciences Limited,NSE Equity,HESTERBIO,EQ,INE782E01017
Hexagon Nutrition Limited,NSE Equity,HEXAGON,BE,INE0JUI01012
Hexa Tradex Limited,NSE Equity,HEXATRADEX,EQ,INE750M01017
Hexaware Technologies Limited,Information Technology,HEXT,EQ,INE093A01041
HFCL Limited,Telecommunication,HFCL,EQ,INE548A01028
H.G. Infra Engineering Limited,NSE Equity,HGINFRA,EQ,INE926X01010
HandsOn Global Management (HGM) Limited,NSE Equity,HGM,EQ,INE596H01014
Hinduja Global Solutions Limited,NSE Equity,HGS,EQ,INE170I01016
Hikal Limited,NSE Equity,HIKAL,EQ,INE475B01022
Highway Infrastructure Limited,NSE Equity,HILINFRA,EQ,INE00RL01028
Hilton Metal Forging Limited,NSE Equity,HILTON,BE,INE788H01017
Himatsingka Seide Limited,NSE Equity,HIMATSEIDE,EQ,INE049A01027
Hindalco Industries Limited,Metals & Mining,HINDALCO,EQ,INE038A01020
Hindustan Composites Limited,NSE Equity,HINDCOMPOS,EQ,INE310C01029
Hindcon Chemicals Limited,NSE Equity,HINDCON,EQ,INE642Y01029
Hindustan Copper Limited,Metals & Mining,HINDCOPPER,EQ,INE531E01026
Hindustan Oil Exploration Company Limited,NSE Equity,HINDOILEXP,EQ,INE345A01011
Hindustan Petroleum Corporation Limited,Oil Gas & Consumable Fuels,HINDPETRO,EQ,INE094A01015
Hindustan Unilever Limited,Fast Moving Consumer Goods,HINDUNILVR,EQ,INE030A01027
Hindware Home Innovation Limited,NSE Equity,HINDWAREAP,EQ,INE05AN01011
Hindustan Zinc Limited,Metals & Mining,HINDZINC,EQ,INE267A01025
Hind Rectifiers Limited,NSE Equity,HIRECT,EQ,INE835D01023
Hisar Metal Industries Limited,NSE Equity,HISARMETAL,EQ,INE598C01011
Hi-Tech Pipes Limited,NSE Equity,HITECH,EQ,INE106T01025
Hitech Corporation Limited,NSE Equity,HITECHCORP,BE,INE120D01012
The Hi-Tech Gears Limited,NSE Equity,HITECHGEAR,BE,INE127B01011
HLE Glascoat Limited,NSE Equity,HLEGLAS,EQ,INE461D01028
HLV LIMITED,NSE Equity,HLVLTD,EQ,INE102A01024
HMA Agro Industries Limited,NSE Equity,HMAAGRO,EQ,INE0ECP01024
Hindustan Media Ventures Limited,NSE Equity,HMVL,EQ,INE871K01015
Hindustan Foods Limited,NSE Equity,HNDFDS,EQ,INE254N01026
Home First Finance Company India Limited,Financial Services,HOMEFIRST,EQ,INE481N01025
Honasa Consumer Limited,Fast Moving Consumer Goods,HONASA,EQ,INE0J5401028
Honeywell Automation India Limited,Capital Goods,HONAUT,EQ,INE671A01010
Honda India Power Products Limited,NSE Equity,HONDAPOWER,EQ,INE634A01018
HP Adhesives Limited,NSE Equity,HPAL,EQ,INE0GSL01024
Hindprakash Industries Limited,NSE Equity,HPIL,EQ,INE05X901010
HPL Electric & Power Limited,NSE Equity,HPL,EQ,INE495S01016
Himadri Speciality Chemical Limited,Chemicals,HSCL,EQ,INE019C01026
HT Media Limited,NSE Equity,HTMEDIA,EQ,INE501G01024
Hubtown Limited,NSE Equity,HUBTOWN,EQ,INE703H01016
Housing & Urban Development Corporation Limited,Financial Services,HUDCO,EQ,INE031A01017
Huhtamaki India Limited,NSE Equity,HUHTAMAKI,EQ,INE275B01026
Hybrid Financial Services Limited,NSE Equity,HYBRIDFIN,BE,INE965B01022
Hyundai Motor India Limited,Automobile and Auto Components,HYUNDAI,EQ,INE0V6F01027
Indiabulls Limited,NSE Equity,IBULLSLTD,BE,INE126M01010
ICDS Limited,NSE Equity,ICDSLTD,EQ,INE613B01010
Ice Make Refrigeration Limited,NSE Equity,ICEMAKE,EQ,INE520Y01019
ICICI Prudential Asset Management Company Limited,Financial Services,ICICIAMC,EQ,INE346A01027
ICICI Bank Limited,Financial Services,ICICIBANK,EQ,INE090A01021
ICICI Lombard General Insurance Company Limited,Financial Services,ICICIGI,EQ,INE765G01017
ICICI Prudential Life Insurance Company Limited,Financial Services,ICICIPRULI,EQ,INE726G01019
Indo Count Industries Limited,NSE Equity,ICIL,EQ,INE483B01026
ICRA Limited,NSE Equity,ICRA,EQ,INE725G01011
IDBI Bank Limited,Financial Services,IDBI,EQ,INE008A01015
Vodafone Idea Limited,Telecommunication,IDEA,EQ,INE669E01016
Ideaforge Technology Limited,NSE Equity,IDEAFORGE,BE,INE349Y01013
IDFC First Bank Limited,Financial Services,IDFCFIRSTB,EQ,INE092T01019
Indian Energy Exchange Limited,Financial Services,IEX,EQ,INE022Q01020
IFB Agro Industries Limited,NSE Equity,IFBAGRO,BE,INE076C01018
IFB Industries Limited,NSE Equity,IFBIND,EQ,INE559A01017
IFCI Limited,Financial Services,IFCI,EQ,INE039A01010
IFGL Refractories Limited,NSE Equity,IFGLEXPOR,EQ,INE133Y01011
Igarashi Motors India Limited,NSE Equity,IGARASHI,EQ,INE188B01013
Indogulf Cropsciences Limited,NSE Equity,IGCL,EQ,INE05J901018
International Gemological Institute Limited,Services,IGIL,EQ,INE0Q9301021
Indraprastha Gas Limited,Oil Gas & Consumable Fuels,IGL,EQ,INE203G01027
IG Petrochemicals Limited,NSE Equity,IGPL,EQ,INE204A01010
IIFL Finance Limited,Financial Services,IIFL,EQ,INE530B01024
IIFL Capital Services Limited,NSE Equity,IIFLCAPS,EQ,INE489L01022
Industrial Investment Trust Limited,NSE Equity,IITL,EQ,INE886A01014
IKIO Technologies Limited,NSE Equity,IKIO,EQ,INE0LOJ01019
Inventurus Knowledge Solutions Limited,Information Technology,IKS,EQ,INE115Q01022
Imagicaaworld Entertainment Limited,NSE Equity,IMAGICAA,EQ,INE172N01012
Indian Metals & Ferro Alloys Limited,NSE Equity,IMFA,EQ,INE919H01018
India Motor Parts and Accessories Limited,NSE Equity,IMPAL,EQ,INE547E01014
Insolation Energy Limited,NSE Equity,INA,EQ,INE0LGX01024
INCREDIBLE INDUSTRIES LIMITED,NSE Equity,INCREDIBLE,EQ,INE452L01012
Indbank Merchant Banking Services Limited,NSE Equity,INDBANK,EQ,INE841B01017
Indegene Limited,Healthcare,INDGN,EQ,INE065X01017
The Indian Hotels Company Limited,Consumer Services,INDHOTEL,EQ,INE053A01029
The India Cements Limited,Construction Materials,INDIACEM,EQ,INE383A01012
India Glycols Limited,NSE Equity,INDIAGLYCO,EQ,INE560A01023
Indiamart Intermesh Limited,Consumer Services,INDIAMART,EQ,INE933S01016
Indian Bank,Financial Services,INDIANB,EQ,INE562A01011
Indian Card Clothing Company Limited,NSE Equity,INDIANCARD,EQ,INE061A01014
Indian Hume Pipe Company Limited,NSE Equity,INDIANHUME,EQ,INE323C01030
India Shelter Finance Corporation Limited,NSE Equity,INDIASHLTR,EQ,INE922K01024
InterGlobe Aviation Limited,Services,INDIGO,EQ,INE646L01027
Indigo Paints Limited,NSE Equity,INDIGOPNTS,EQ,INE09VQ01012
Indiqube Spaces Limited,NSE Equity,INDIQUBE,EQ,INE06ST01018
India Nippon Electricals Limited,NSE Equity,INDNIPPON,EQ,INE092B01025
Indo Amines Limited,NSE Equity,INDOAMIN,BE,INE760F01028
Indo Borax & Chemicals Limited,NSE Equity,INDOBORAX,EQ,INE803D01021
Indoco Remedies Limited,NSE Equity,INDOCO,EQ,INE873D01024
Indo Farm Equipment Limited,NSE Equity,INDOFARM,EQ,INE622H01018
INDO-MIM Limited,NSE Equity,INDOMIM,EQ,INE084101034
Indo Rama Synthetics (India) Limited,NSE Equity,INDORAMA,EQ,INE156A01020
IndoStar Capital Finance Limited,NSE Equity,INDOSTAR,EQ,INE896L01010
Indo Tech Transformers Limited,NSE Equity,INDOTECH,BE,INE332H01014
Indo Thai Securities Limited,NSE Equity,INDOTHAI,EQ,INE337M01021
Indo Us Biotech Limited,NSE Equity,INDOUS,EQ,INE250Z01010
Indowind Energy Limited,NSE Equity,INDOWIND,BE,INE227G01018
Industrial & Prudential Investment Company Limited,NSE Equity,INDPRUD,EQ,INE620D01011
Indraprastha Medical Corporation Limited,NSE Equity,INDRAMEDCO,EQ,INE681B01017
Ind-Swift Laboratories Limited,NSE Equity,INDSWFTLAB,EQ,INE915B01019
Indian Terrain Fashions Limited,NSE Equity,INDTERRAIN,EQ,INE611L01021
IndusInd Bank Limited,Financial Services,INDUSINDBK,EQ,INE095A01012
Indus Towers Limited,Telecommunication,INDUSTOWER,EQ,INE121J01017
InfoBeans Technologies Limited,NSE Equity,INFOBEAN,EQ,INE344S01016
Infomedia Press Limited,NSE Equity,INFOMEDIA,EQ,INE669A01022
Infosys Limited,Information Technology,INFY,EQ,INE009A01021
Ingersoll Rand (India) Limited,NSE Equity,INGERRAND,EQ,INE177A01018
Innova Captab Limited,NSE Equity,INNOVACAP,EQ,INE0DUT01020
Innovana Thinklabs Limited,NSE Equity,INNOVANA,EQ,INE403Y01018
Innovision Limited,NSE Equity,INNOVISION,EQ,INE0ADB01012
Inox Green Energy Services Limited,NSE Equity,INOXGREEN,EQ,INE510W01014
INOX India Limited,NSE Equity,INOXINDIA,EQ,INE616N01034
Inox Wind Limited,Capital Goods,INOXWIND,EQ,INE066P01011
Insecticides (India) Limited,NSE Equity,INSECTICID,EQ,INE070I01018
Inspirisys Solutions Limited,NSE Equity,INSPIRISYS,BE,INE020G01017
Intellect Design Arena Limited,Information Technology,INTELLECT,EQ,INE306R01017
Intense Technologies Limited,NSE Equity,INTENTECH,EQ,INE781A01025
Interarch Building Solutions Limited,NSE Equity,INTERARCH,EQ,INE00M901018
International Conveyors Limited,NSE Equity,INTLCONV,EQ,INE575C01027
Inventure Growth & Securities Limited,NSE Equity,INVENTURE,EQ,INE878H01024
Investment & Precision Castings Limited,NSE Equity,INVPRECQ,BE,INE155E01016
Indian Overseas Bank,Financial Services,IOB,EQ,INE565A01014
Indian Oil Corporation Limited,Oil Gas & Consumable Fuels,IOC,EQ,INE242A01010
IOL Chemicals and Pharmaceuticals Limited,NSE Equity,IOLCP,EQ,INE485C01029
ION Exchange (India) Limited,NSE Equity,IONEXCHANG,EQ,INE570A01022
IPCA Laboratories Limited,Healthcare,IPCALAB,EQ,INE571A01038
India Pesticides Limited,NSE Equity,IPL,EQ,INE0D6701023
IRB Infrastructure Developers Limited,Construction,IRB,EQ,INE821I01022
Ircon International Limited,Construction,IRCON,EQ,INE962Y01021
Indian Railway Catering And Tourism Corporation Limited,Consumer Services,IRCTC,EQ,INE335Y01020
Indian Renewable Energy Development Agency Limited,Financial Services,IREDA,EQ,INE202E01016
Indian Railway Finance Corporation Limited,Financial Services,IRFC,EQ,INE053F01010
IRIS RegTech Solutions Limited,NSE Equity,IRIS,EQ,INE864K01010
Iris Clothings Limited,NSE Equity,IRISDOREME,EQ,INE01GN01025
IRM Energy Limited,NSE Equity,IRMENERGY,EQ,INE07U701015
Intrasoft Technologies Limited,NSE Equity,ISFT,EQ,INE566K01011
Isgec Heavy Engineering Limited,NSE Equity,ISGEC,EQ,INE858B01029
Ishan Dyes and Chemicals Limited,NSE Equity,ISHANCH,EQ,INE561M01018
ITC Limited,Fast Moving Consumer Goods,ITC,EQ,INE154A01025
ITC Hotels Limited,Consumer Services,ITCHOTELS,EQ,INE379A01028
India Tourism Development Corporation Limited,NSE Equity,ITDC,EQ,INE353K01014
ITI Limited,Telecommunication,ITI,EQ,INE248A01017
Ivalue Infosolutions Limited,NSE Equity,IVALUE,EQ,INE056801025
IL&FS Investment Managers Limited,NSE Equity,IVC,EQ,INE050B01023
IVP Limited,NSE Equity,IVP,BE,INE043C01018
The Indian Wood Products Company Limited,NSE Equity,IWP,EQ,INE586E01020
Le Travenues Technology Limited,NSE Equity,IXIGO,EQ,INE0HV901016
IZMO Limited,NSE Equity,IZMO,EQ,INE848A01014
The Jammu & Kashmir Bank Limited,Financial Services,J&KBANK,EQ,INE168A01041
Jagran Prakashan Limited,NSE Equity,JAGRAN,EQ,INE199G01027
Jagsonpal Pharmaceuticals Limited,NSE Equity,JAGSNPHARM,EQ,INE048B01035
Jai Balaji Industries Limited,NSE Equity,JAIBALAJI,BE,INE091G01026
Jai Corp Limited,NSE Equity,JAICORPLTD,EQ,INE070D01027
Jain Resource Recycling Limited,Metals & Mining,JAINREC,EQ,INE0YD401026
Nandani Creation Limited,NSE Equity,JAIPURKURT,EQ,INE696V01013
Jamna Auto Industries Limited,NSE Equity,JAMNAAUTO,EQ,INE039C01032
Jaro Institute of Technology Management and Research Limited,NSE Equity,JARO,EQ,INE00YJ01010
Jash Engineering Limited,NSE Equity,JASH,EQ,INE039O01029
Jayant Agro Organics Limited,NSE Equity,JAYAGROGN,EQ,INE785A01026
Jay Bharat Maruti Limited,NSE Equity,JAYBARMARU,EQ,INE571B01036
Jaykay Enterprises Limited,NSE Equity,JAYKAY,EQ,INE903A01025
Jayaswal Neco Industries Limited,NSE Equity,JAYNECOIND,EQ,INE854B01010
Jayshree Tea & Industries Limited,NSE Equity,JAYSREETEA,EQ,INE364A01020
JBM Auto Limited,Automobile and Auto Components,JBMA,EQ,INE927D01051
Jet Freight Logistics Limited,NSE Equity,JETFREIGHT,EQ,INE982V01025
J.G.Chemicals Limited,NSE Equity,JGCHEM,EQ,INE0MB501011
JHS Svendgaard Laboratories Limited,NSE Equity,JHS,EQ,INE544H01014
Jindal Photo Limited,NSE Equity,JINDALPHOT,EQ,INE796G01012
Jindal Poly Films Limited,NSE Equity,JINDALPOLY,EQ,INE197D01010
Jindal Saw Limited,Capital Goods,JINDALSAW,EQ,INE324A01032
JINDAL STEEL LIMITED,Metals & Mining,JINDALSTEL,EQ,INE749A01030
Jindal Drilling And Industries Limited,NSE Equity,JINDRILL,EQ,INE742C01031
Jindal Worldwide Limited,NSE Equity,JINDWORLD,EQ,INE247D01039
Jio Financial Services Limited,Financial Services,JIOFIN,EQ,INE758E01017
Jain Irrigation Systems Limited,NSE Equity,JISLDVREQS,EQ,IN9175A01010
Jain Irrigation Systems Limited,NSE Equity,JISLJALEQS,EQ,INE175A01038
JITF Infralogistics Limited,NSE Equity,JITFINFRA,EQ,INE863T01013
JK Cement Limited,Construction Materials,JKCEMENT,EQ,INE823G01014
J.Kumar Infraprojects Limited,NSE Equity,JKIL,EQ,INE576I01022
Jinkushal Industries Limited,NSE Equity,JKIPL,BE,INE1FF001016
JK Lakshmi Cement Limited,NSE Equity,JKLAKSHMI,EQ,INE786A01032
JK Paper Limited,NSE Equity,JKPAPER,EQ,INE789E01012
JK Tyre & Industries Limited,Automobile and Auto Components,JKTYRE,EQ,INE573A01042
Jupiter Life Line Hospitals Limited,NSE Equity,JLHL,EQ,INE682M01020
Jullundur Motor Agency (Delhi) Limited,NSE Equity,JMA,EQ,INE412C01023
JM Financial Limited,Financial Services,JMFINANCIL,EQ,INE780C01023
JNK India Limited,NSE Equity,JNKINDIA,EQ,INE0OAF01028
Jocil Limited,NSE Equity,JOCIL,BE,INE839G01010
Jindal Poly Investment and Finance Company Limited,NSE Equity,JPOLYINVST,EQ,INE147P01019
Jaiprakash Power Ventures Limited,Power,JPPOWER,EQ,INE351F01018
Jana Small Finance Bank Limited,NSE Equity,JSFB,EQ,INE953L01027
Jindal Stainless Limited,Metals & Mining,JSL,EQ,INE220G01021
Jeena Sikho Lifecare Limited,NSE Equity,JSLL,EQ,INE0J5801029
JSW Cement Limited,Construction Materials,JSWCEMENT,EQ,INE718I01012
JSW Dulux Limited,Consumer Durables,JSWDULUX,EQ,INE133A01011
JSW Energy Limited,Power,JSWENERGY,EQ,INE121E01018
JSW Holdings Limited,NSE Equity,JSWHL,EQ,INE824G01012
JSW Infrastructure Limited,Services,JSWINFRA,EQ,INE880J01026
JSW Steel Limited,Metals & Mining,JSWSTEEL,EQ,INE019A01038
Jtekt India Limited,NSE Equity,JTEKTINDIA,EQ,INE643A01035
JTL INDUSTRIES LIMITED,NSE Equity,JTLIND,EQ,INE391J01032
Jubilant Agri and Consumer Products Limited,NSE Equity,JUBLCPL,EQ,INE03CC01015
Jubilant Foodworks Limited,Consumer Services,JUBLFOOD,EQ,INE797F01020
Jubilant Ingrevia Limited,Chemicals,JUBLINGREA,EQ,INE0BY001018
Jubilant Pharmova Limited,Healthcare,JUBLPHARMA,EQ,INE700A01033
Juniper Hotels Limited,NSE Equity,JUNIPER,EQ,INE696F01016
Just Dial Limited,NSE Equity,JUSTDIAL,EQ,INE599M01018
Jupiter Wagons Limited,Capital Goods,JWL,EQ,INE209L01016
Jyothy Labs Limited,NSE Equity,JYOTHYLAB,EQ,INE668F01031
Jyoti CNC Automation Limited,Capital Goods,JYOTICNC,EQ,INE980O01024
Jyoti Structures Limited,NSE Equity,JYOTISTRUC,EQ,INE197A01024
Kabra Extrusion Technik Limited,NSE Equity,KABRAEXTRU,EQ,INE900B01029
Kajaria Ceramics Limited,Consumer Durables,KAJARIACER,EQ,INE217B01036
Kakatiya Cement Sugar & Industries Limited,NSE Equity,KAKATCEM,BE,INE437B01014
Sai Silks (Kalamandir) Limited,NSE Equity,KALAMANDIR,EQ,INE438K01021
